,counts,words,translations
173,86006,years,Jahre
174,85816,ever,immer
175,85484,against,gegen
176,85238,three,drei
177,84319,saw,sah
178,84303,once,einmal
179,83086,thy,deine
180,82081,get,erhalten
181,81662,part,Teil
182,79530,tell,sag
183,78894,left,links
184,78429,put,setzen
185,77927,because,denn
186,76249,took,nahm
187,75854,look,schauen
188,75394,each,jeder
189,75280,why,warum
190,75188,called,genannt
191,75116,name,Name
192,74457,mind,Geist
193,74378,father,Vater
194,73451,thing,Sache
195,73259,heart,Herz
196,72791,looked,schaute
197,72403,having,mit
198,72346,room,Zimmer
199,71960,set,setzen
200,70799,far,weit
201,70756,between,zwischen
202,70638,always,immer
203,70620,woman,Frau
204,69614,full,voll
205,68545,side,Seite
206,68541,works,arbeitet
207,67910,both,beide
208,67581,seemed,schien
209,67379,use,verwenden
210,67069,got,bekam
211,67016,heard,gehört
212,66897,thee,du
213,66883,whom,den
214,66298,something,etwas
215,66231,nor,noch
216,65289,done,getan
217,64815,mrs,Frau
218,64672,days,Tage
219,64573,going,gehen
220,63921,state,Zustand
221,63606,asked,gefragt
222,63390,among,unter
223,62666,end,Ende
224,62392,few,wenige
225,62189,find,finden
226,61629,better,besser
227,61581,seen,gesehen
228,61352,told,erzählt
229,61005,door,Tür
230,60829,light,Licht
231,60611,small,klein
232,60593,hands,Hände
233,60540,words,Worte
234,60536,knew,wusste
235,60277,half,halb
236,60145,used,verwendet
237,60001,water,Wasser
238,58945,thus,so
239,58844,death,Tod
240,58630,moment,Moment
241,58579,country,Land
242,58371,mother,Mutter
243,58289,enough,genug
244,58090,word,Wort
245,57937,home,Zuhause
246,57329,whole,ganz
247,57252,since,seit
248,57180,white,weiß
249,56448,land,Land
250,55969,son,Sohn
251,55494,quite,ziemlich
252,55166,poor,arm
253,54571,myself,ich selbst
254,54511,soon,bald
255,54398,turned,wurde
256,54228,course,natürlich
257,54209,gave,gab
258,52539,lady,Dame
259,52064,voice,Stimme
260,51870,almost,fast
261,51751,want,wollen
262,51171,whose,deren
263,51055,within,innerhalb
264,50872,began,begann
265,50748,next,nächste
266,50610,round,Runde
267,50596,brought,brachte
268,50307,cannot,kann nicht
269,50261,money,Geld
270,50105,anything,etwas
271,50024,law,Gesetz
272,50011,form,Formular
273,49878,does,tut
274,49731,high,hoch
275,49713,kind,Art
276,49476,power,Macht
277,49442,together,zusammen
278,49326,however,jedoch
279,49286,stood,stand
280,49009,yes,ja
281,48950,general,allgemein
282,48326,perhaps,vielleicht
283,48283,air,Luft
284,48234,children,Kinder
285,48103,rather,eher
286,48085,until,bis
287,47998,certain,bestimmte
288,47942,true,wahr
289,47657,less,weniger
290,47547,morning,Morgen
291,47222,till,bis
292,47179,best,beste
293,47121,electronic,elektronisch
294,47117,sea,Meer
295,47084,others,andere
296,47030,dear,liebe
297,46757,given,gegeben
298,46696,miss,vermissen
299,46518,felt,gefühlt
300,46490,friend,Freund
301,46387,hear,hören
302,46350,matter,Angelegenheit
303,46322,keep,halten
304,45941,states,Staaten
305,45683,terms,Begriffe
306,45581,la,la
307,45561,public,öffentlich
308,45318,person,Person
309,45169,themselves,sich
310,45046,year,Jahr
311,44990,oh,oh
312,44979,taken,genommen
313,44787,large,groß
314,44690,don't,nicht
315,44484,often,oft
316,44477,earth,Erde
317,44218,body,Körper
318,43993,cried,rief
319,43610,forth,hervor
320,43478,indeed,tatsächlich
321,43414,feet,Füße
322,43302,hundred,hundert
323,43166,looking,suchen
324,43091,fire,Feuer
325,43045,speak,sprechen
326,42880,above,über
327,42857,wife,Frau
328,42700,four,vier
329,42699,black,schwarz
330,42662,alone,allein
331,42573,city,Stadt
332,42515,gone,gegangen
333,42149,nature,Natur
334,42086,second,zweite
335,42015,times,mal
336,41960,means,bedeutet
337,41841,herself,sich
338,41802,dead,tot
339,41452,don,don
340,41203,foundation,Stiftung
341,41077,open,öffnen
342,41048,read,lesen
343,41035,present,Gegenwart
344,41002,near,bei
345,40996,five,fünf
346,40929,unto,an
347,40683,ye,ihr
348,40398,lay,legen
349,40388,girl,Mädchen
350,40259,cf,vgl.
351,40213,point,Punkt
352,40198,help,helfen
353,40043,child,Kind
354,39973,therefore,deshalb
355,39816,red,rot
356,39697,case,Fall
357,39675,known,bekannt
358,39614,leave,verlassen
359,39610,along,entlang
360,39485,held,gehalten
361,39470,sure,sicher
362,39419,passed,bestanden
363,39326,hope,Hoffnung
364,39320,says,sagt
365,38939,manner,Art und Weise
366,38535,believe,glauben
367,38494,behind,hinter
368,38346,sent,gesendet
369,38265,rest,Rest
370,38099,replied,antwortete
371,37934,either,entweder
372,37924,order,Bestellung
373,37725,women,Frauen
374,37709,answered,antwortete
375,37681,free,frei
376,37597,thousand,tausend
377,37538,business,Geschäft
378,37339,already,bereits
379,37321,boy,Junge
380,37246,return,zurück
381,36933,call,anrufen
382,36888,war,Krieg
383,36823,itself,selbst
384,36617,sat,saß
385,36529,hath,hat
386,36472,least,am wenigsten
387,36350,hour,Stunde
388,36138,obs,obs
389,36019,several,mehrere
390,36010,whether,ob
391,35923,fact,Tatsache
392,35921,friends,Freunde
393,35700,number,Anzahl
394,35693,ground,Grund
395,35638,ll,ll
396,35441,live,leben
397,35293,lost,verloren
398,35034,soul,Seele
399,35008,short,kurz
400,34835,united,vereinigt
401,34516,party,party
402,34414,art,Kunst
403,34222,fear,Angst
404,33954,during,während
405,33746,received,erhalten
406,33746,master,Meister
407,33736,arms,Arme
408,33634,making,Herstellung
409,33614,agreement,Vereinbarung
410,33585,rose,Rose
411,33479,coming,kommen
412,33466,fell,fiel
413,33163,age,Alter
414,33049,mean,bedeuten
415,32983,reason,Grund
416,32949,none,keine
417,32942,turn,drehen
418,32914,hard,hart
419,32811,sometimes,manchmal
420,32805,town,Stadt
421,32706,blood,Blut
422,32660,wish,Wunsch
423,32633,chapter,kapitel
424,32601,family,Familie
425,32550,book,Buch
426,32477,really,wirklich
427,32374,letter,Brief
428,32112,hold,halten
429,32085,act,handeln
430,31937,strong,stark
431,31749,cause,verursachen
432,31660,bring,bringen
433,31660,become,werden
434,31639,truth,Wahrheit
435,31570,bed,Bett
436,31535,human,Mensch
437,31531,horse,Pferd
438,31495,dark,dunkel
439,31481,mine,mein
440,31225,became,wurde
441,31083,brother,Bruder
442,31076,sun,Sonne
443,31033,common,gemeinsam
444,30873,sight,Anblick
445,30772,twenty,zwanzig
446,30709,table,Tisch
447,30648,sense,Sinn
448,30599,returned,zurück
449,30536,towards,zu
450,30495,sort,sortieren
451,30362,care,Pflege
452,30346,around,um
453,30199,eye,Auge
454,30171,ten,zehn
455,30044,close,schließen
456,30024,different,verschiedene
457,29867,english,englisch
458,29829,kept,gehalten
459,29797,answer,antwort
460,29787,spirit,geist
461,29751,government,regierung
462,29659,question,frage
463,29366,fair,fair
464,29363,ask,fragen
465,29357,john,john
466,29266,understand,verstehen
467,29262,feel,fühlen
468,29163,else,sonst
469,29140,suddenly,plötzlich
470,29028,est,est
471,28890,copyright,Copyright
472,28879,show,zeigen
473,28837,evening,Abend
474,28791,strange,seltsam
475,28790,gold,gold
476,28712,force,Kraft
477,28628,saying,sagen
478,28609,written,geschrieben
479,28542,sound,klingen
480,28518,talk,sprechen
481,28383,need,brauchen
482,28283,church,Kirche
483,28281,laws,Gesetze
484,28232,rate,Satz
485,28138,river,Fluss
486,28034,neither,weder
487,27996,subject,Thema
488,27959,license,Lizenz
489,27882,followed,gefolgt
490,27800,everything,alles
491,27548,able,möglich
492,27518,low,niedrig
493,27443,fr,fr
494,27442,ready,bereit
495,27322,across,über
496,27193,line,Leitung
497,27106,et,et
498,27082,met,met
499,27034,captain,Kapitän
500,27030,court,Gericht
501,26838,doubt,Zweifel
502,26775,past,Vergangenheit
503,26755,heaven,Himmel
504,26753,stand,stehen
505,26750,possible,möglich
506,26739,story,Geschichte
507,26712,pass,passieren
508,26646,copy,kopieren
509,26632,following,nach
510,26613,six,sechs
511,26576,donations,Spenden
512,26575,toward,an
513,26574,fine,gut
514,26557,deep,tief
515,26515,hair,Haar
516,26405,information,Informationen
517,26315,service,Dienstleistung
518,26241,street,Straße
519,26119,idea,Idee
520,26114,daughter,Tochter
521,26094,natural,natürlich
522,26094,change,ändern
523,26023,spoke,sprach
524,26013,except,außer
525,25974,fellow,Kollege
526,25897,longer,mehr
527,25782,literary,literarisch
528,25679,cold,kalt
529,25656,including,einschließlich
530,25530,remember,erinnern
531,25473,beautiful,schön
532,25468,wind,Wind
533,25468,fall,Herbst
534,25468,le,le
535,25372,beyond,jenseits
536,25352,note,Hinweis
537,25351,paid,bezahlt
538,25224,self,selbst
539,25220,cut,Schnitt
540,25159,happy,glücklich
541,25084,living,leben
542,25002,run,laufen
543,24998,appeared,erschienen
544,24890,gr,gr
545,24859,road,Straße
546,24728,early,früh
547,24694,later,später
548,24681,taking,nehmen
549,24677,england,england
550,24667,purpose,Zweck
551,24637,enter,eingeben
552,24588,seems,scheint
553,24575,meet,treffen
554,24572,gentleman,gentleman
555,24539,re,re
556,24512,character,charakter
557,24484,south,süd
558,24403,it's,es ist
559,24391,please,bitte
560,24389,big,groß
561,24368,peace,frieden
562,24328,interest,Interesse
563,24262,further,weiter
564,24244,below,unter
565,24218,chief,Chef
566,24112,bad,Bad
567,24022,office,Büro
568,24017,husband,Ehemann
569,24006,window,Fenster
570,23988,continued,Fortsetzung
571,23959,real,real
572,23902,suppose,vermuten
573,23883,tree,Baum
574,23792,clear,klar
575,23788,foot,Fuß
576,23779,prince,Fürst
577,23765,especially,besonders
578,23757,die,die
579,23746,sweet,süß
580,23702,carried,getragen
581,23654,hours,Stunden
582,23610,comes,kommt
583,23606,bear,tragen
584,23563,charge,laden
585,23420,company,Unternehmen
586,23379,account,Konto
587,23331,green,grün
588,23264,nearly,fast
589,23101,knowledge,wissen
590,23095,tom,tom
591,23088,etc,usw.
592,22947,paper,Papier
593,22831,late,spät
594,22711,arm,Arm
595,22677,led,geführt
596,22674,seem,scheinen
597,22672,view,ansehen
598,22669,ought,sollte
599,22560,play,spielen
600,22525,ill,krank
601,22464,history,Geschichte
602,22457,pretty,ziemlich
603,22396,archive,Archiv
604,22360,north,nord
605,22358,reached,erreicht
606,22357,opened,geöffnet
607,22313,feeling,Gefühl
608,22299,forward,vorwärts
609,22275,front,Vorderseite
610,22197,added,hinzugefügt
611,22149,silence,Stille
612,22138,km,km
613,22104,trees,Bäume
614,22079,laid,gelegt
615,22064,wild,wild
616,22017,blue,blau
617,21907,pay,zahlen
618,21865,certainly,sicher
619,21784,makes,macht
620,21747,according,laut
621,21723,wanted,gesucht
622,21691,pleasure,Vergnügen
623,21630,yourself,sich
624,21615,sleep,schlafen
625,21579,future,Zukunft
626,21361,mouth,Mund
627,21277,entered,eingegeben
628,21225,doing,tun
629,21221,strength,Stärke
630,21216,position,Stellung
631,21196,ran,lief
632,21143,books,bücher
633,21100,i'll,ich werde
634,21017,org,org
635,21007,tried,versucht
636,20967,agree,zustimmen
637,20909,st,st
638,20865,necessary,notwendig
639,20864,system,system
640,20815,london,london
641,20799,plain,einfach
642,20770,french,französisch
643,20756,army,armee
644,20739,lived,lebte
645,20636,send,senden
646,20602,ship,Schiff
647,20501,save,retten
648,20413,per,per
649,20382,unless,außer
650,20353,american,amerikanisch
651,20337,outside,außerhalb
652,20308,desire,Wunsch
653,20281,born,geboren
654,20274,wall,Wand
655,20163,evil,böse
656,20154,follow,folgen
657,20116,queen,Königin
658,20067,stone,Stein
659,20016,although,obwohl
660,19998,third,dritte
661,19995,chance,Chance
662,19972,access,Zugang
663,19949,lips,Lippen
664,19937,various,verschiedene
665,19933,died,gestorben
666,19925,miles,Meilen
667,19725,paragraph,Absatz
668,19713,heavy,schwer
669,19711,shak,schütteln
670,19622,food,Essen
671,19591,try,versuchen
672,19582,wood,Holz
673,19580,doctor,Arzt
674,19571,trademark,Marke
675,19551,effect,Wirkung
676,19436,ebook,ebook
677,19419,particular,besondere
678,19382,easy,einfach
679,19320,language,Sprache
680,19313,walked,gelaufen
681,19288,i'm,Ich bin
682,19282,length,länge
683,19187,secret,geheim
684,19069,rich,reich
685,19064,happened,geschehen
686,19008,france,frankreich
687,19008,single,einzeln
688,18956,distance,Entfernung
689,18917,west,west
690,18875,total,gesamt
691,18873,glad,froh
692,18865,thinking,Denken
693,18845,ah,ah
694,18818,seven,sieben
695,18788,hat,Hut
696,18784,beauty,Schönheit
697,18773,drew,gezeichnet
698,18769,broken,gebrochen
699,18765,instead,stattdessen
700,18760,sister,Schwester
701,18738,society,Gesellschaft
702,18703,faith,Glaube
703,18677,horses,Pferde
704,18661,walk,Spaziergang
705,18646,beginning,Anfang
706,18643,thoughts,Gedanken
707,18623,wrong,falsch
708,18592,national,national
709,18576,stay,bleiben
710,18532,action,Aktion
711,18518,trouble,Schwierigkeiten
712,18466,afraid,Angst
713,18460,attention,Aufmerksamkeit
714,18453,standing,stehen
715,18435,greater,mehr
716,18434,seeing,sehen
717,18391,knows,weiß
718,18259,school,Schule
719,18237,important,wichtig
720,18173,struck,schlug
721,18157,remained,geblieben
722,18120,writing,schreiben
723,18117,noble,edel
724,18105,ve,ve
725,18093,smile,lächeln
726,18017,receive,erhalten
727,18015,probably,wahrscheinlich
728,18014,parts,Teile
729,17972,youth,Jugend
730,17958,bound,gebunden
731,17937,que,que
732,17917,joy,Freude
733,17905,object,Objekt
734,17895,slowly,langsam
735,17893,refund,Erstattung
736,17842,persons,Personen
737,17800,chair,Stuhl
738,17785,minutes,Minuten
739,17774,field,Feld
740,17756,tears,Tränen
741,17711,battle,Schlacht
742,17701,top,Spitze
743,17692,iron,Eisen
744,17665,placed,gestellt
745,17653,filled,gefüllt
746,17618,middle,Mitte
747,17591,ago,vor
748,17590,scene,Szene
749,17549,whatever,was auch immer
750,17545,opinion,Meinung
751,17437,population,Bevölkerung
752,17436,bright,hell
753,17331,presence,Anwesenheit
754,17305,figure,Abbildung
755,17291,stopped,gestoppt
756,17273,caught,gefangen
757,17250,fight,Kampf
758,17199,wide,weit
759,17136,produced,produziert
760,17100,piece,Stück
761,17080,write,schreiben
762,17055,wonder,Wunder
763,17038,bot,Bot
764,17027,married,verheiratet
765,17018,visit,besuchen
766,17016,ancient,alt
767,17015,notice,merken
768,16972,carry,tragen
769,16964,cast,gießen
770,16938,garden,Garten
771,16921,deal,handeln
772,16915,sit,sitzen
773,16875,wait,warten
774,16868,loved,geliebt
775,16864,sword,schwert
776,16840,paris,paris
777,16803,cry,weinen
778,16802,holy,heilig
779,16662,en,en
780,16658,fortune,fortune
781,16640,months,Monate
782,16633,property,Eigentum
783,16629,beside,neben
784,16606,appearance,Aussehen
785,16601,provide,bieten
786,16601,enemy,Feind
787,16599,dr,dr
788,16588,hardly,kaum
789,16566,glass,glas
790,16559,justice,Justiz
791,16517,hence,daher
792,16496,east,ost
793,16480,spring,Frühling
794,16464,lie,liegen
795,16456,appear,erscheinen
796,16414,na,na
797,16388,sitting,sitzend
798,16371,showed,zeigte
799,16358,dream,Traum
800,16341,letters,Buchstaben
801,16338,immediately,sofort
802,16328,grew,wuchs
803,16323,associated,verbunden
804,16301,support,Unterstützung
805,16295,thirty,dreißig
806,16256,watch,Uhr
807,16249,species,Arten
808,16244,floor,Boden
809,16230,simple,einfach
810,16222,hall,Halle
811,16212,moved,bewegt
812,16174,exclaimed,rief
813,16166,places,Orte
814,16148,eat,essen
815,16140,original,Original
816,16119,un,un
817,16102,quiet,ruhig
818,16054,madame,madame
819,16054,al,al
820,16035,latter,letzteres
821,16035,besides,neben
822,16034,easily,leicht
823,16012,start,starten
824,15993,condition,Zustand
825,15979,dinner,Abendessen
826,15948,worth,wert
827,15935,duty,Pflicht
828,15918,danger,Gefahr
829,15889,individual,individuell
830,15874,silent,still
831,15870,week,Woche
832,15869,raised,gesammelt
833,15845,million,Million
834,15826,silver,Silber
835,15823,section,sektion
836,15803,getting,erhalten
837,15797,covered,abgedeckt
838,15771,sb,sb
839,15718,quickly,schnell
840,15700,straight,gerade
841,15675,monsieur,Monsieur
842,15652,grace,Anmut
843,15632,fee,Gebühr
844,15618,sudden,plötzlich
845,15611,hot,heiß
846,15607,learned,gelernt
847,15604,domain,Domain
848,15596,expression,Ausdruck
849,15591,hast,hast
850,15579,that's,das ist
851,15563,lives,lebt
852,15538,march,märz
853,15533,ii,ii
854,15532,zo,zo
855,15527,corner,ecke
856,15518,honour,ehren
857,15478,duke,herzog
858,15460,permission,erlaubnis
859,15458,island,Insel
860,15452,impossible,unmöglich
861,15425,speaking,sprechen
862,15413,beneath,unter
863,15395,former,ehemalige
864,15386,wise,weise
865,15379,waiting,warten
866,15351,drink,trinken
867,15321,servant,Diener
868,15296,turning,drehen
869,15273,york,york
870,15266,laughed,lachte
871,15194,giving,geben
872,15172,boys,Jungen
873,15172,experience,erleben
874,15166,direction,Richtung
875,15120,won,gewonnen
876,15119,ways,Wege
877,15118,influence,Einfluss
878,15112,cross,Kreuz
879,15049,usually,gewöhnlich
880,15043,dog,Hund
881,14981,fresh,frisch
882,14945,news,Nachrichten
883,14943,boat,Boot
884,14906,music,Musik
885,14866,started,gestartet
886,14835,copies,Kopien
887,14797,respect,Respekt
888,14767,race,Rennen
889,14761,leaves,Blätter
890,14706,discovered,entdeckt
891,14706,step,Schritt
892,14689,tone,Ton
893,14680,uncle,Onkel
894,14676,fast,schnell
895,14637,roman,römisch
896,14593,eight,acht
897,14561,military,Militär
898,14555,sons,Söhne
899,14494,marriage,Heirat
900,14482,private,Gefreiter
901,14472,afterwards,danach
902,14468,pr,pr
903,14457,brown,braun
904,14454,merely,lediglich
905,14438,pray,beten
906,14420,lead,Blei
907,14414,box,box
908,14408,houses,Häuser
909,14391,sand,Sand
910,14365,provided,bereitgestellt
911,14346,page,Seite
912,14330,yellow,gelb
913,14325,mere,nur
914,14322,goes,geht
915,14319,break,Pause
916,14317,speech,Rede
917,14271,formed,gebildet
918,14249,learn,lernen
919,14240,remain,bleiben
920,14233,flowers,Blumen
921,14217,usual,üblich
922,14214,sky,Himmel
923,14206,wine,Wein
924,14205,il,il
925,14187,royal,königlich
926,14184,period,Zeitraum
927,14179,reading,Lesen
928,14163,soft,weich
929,14160,pain,schmerz
930,14134,observed,beobachtet
931,14120,breath,Atem
932,14089,israel,israel
933,14088,behold,siehe
934,14079,can't,kann nicht
935,14076,stop,aufhören
936,13988,non,nicht
937,13956,walls,mauern
938,13949,command,Befehl
939,13941,bit,bit
940,13939,result,Ergebnis
941,13898,meant,gemeint
942,13896,surface,Oberfläche
943,13895,closed,geschlossen
944,13894,leaving,und hinterließ
945,13856,broke,kaputt
946,13853,judge,Richter
947,13853,occasion,Anlass
948,13800,forest,wald
949,13743,cost,kosten
950,13738,saint,heilig
951,13726,perfect,perfekt
952,13699,morrow,morgen
953,13697,summer,Sommer
954,13696,talking,sprechen
955,13694,lower,unter
956,13687,value,Wert
957,13686,political,politisch
958,13671,president,Präsident
959,13664,reach,erreichen
960,13654,due,aufgrund
961,13653,circumstances,Umstände
962,13647,class,Klasse
963,13638,limited,begrenzt
964,13628,effort,Aufwand
965,13617,lot,Los
966,13604,anyone,jeder
967,13585,knight,ritter
968,13576,fifty,fünfzig
969,13568,hill,Hügel
970,13567,presently,gegenwärtig
971,13565,ears,Ohren
972,13556,minute,Minute
973,13551,generally,allgemein
974,13550,using,mit
975,13506,gate,Tor
976,13476,ear,Ohr
977,13447,lines,Leinen
978,13445,fish,Fisch
979,13440,fit,passen
980,13422,passing,vorbei
981,13400,trust,Vertrauen
982,13398,footnote,Fußnote
983,13380,bank,Bank
984,13379,escape,entkommen
985,13375,expected,erwartet
986,13373,drawn,gezeichnet
987,13359,dress,Kleid
988,13352,imp,Kobold
989,13342,pale,blass
990,13340,village,Dorf
991,13323,century,Jahrhundert
992,13321,social,sozial
993,13305,shalt,soll
994,13280,date,Datum
995,13277,tax,steuer
996,13273,peter,peter
997,13268,somewhat,etwas
998,13266,darkness,Dunkelheit
999,13266,fixed,fest
1000,13258,move,umziehen
1001,13256,rise,aufstieg
1002,13252,europe,europa
1003,13250,considered,betrachtet
1004,13249,camp,camp
1005,13231,game,spiel
1006,13229,running,Laufen
1007,13212,mark,mark
1008,13206,spoken,gesprochen
1009,13200,count,zählen
1010,13197,conversation,Gespräch
1011,13194,steps,Schritte
1012,13180,equal,gleich
1013,13170,month,Monat
1014,13145,worse,schlechter
1015,13122,henry,henry
1016,13120,begin,beginnen
1017,13090,study,studieren
1018,13058,christian,christlich
1019,13054,science,wissenschaft
1020,13052,looks,schaut
1021,13051,main,haupt
1022,13044,touch,berühren
1023,13016,sake,sake
1024,13013,ladies,damen
1025,13010,george,george
1026,13001,space,Raum
1027,12999,considerable,beachtlich
1028,12997,grave,Grab
1029,12996,changed,verändert
1030,12993,success,erfolg
1031,12988,mary,mary
1032,12976,possession,besitz
1033,12950,entirely,vollständig
1034,12940,scarcely,Knapp
1035,12936,neck,Hals
1036,12936,terrible,schrecklich
1037,12869,instant,sofort
1038,12868,stranger,fremd
1039,12856,journey,Reise
1040,12856,clothes,Kleidung
1041,12854,indian,indisch
1042,12847,keeping,halten
1043,12838,distribution,Vertrieb
1044,12837,adv,adv
1045,12836,marry,heiraten
1046,12829,picture,bild
1047,12822,shot,schuss
1048,12812,ut,ut
1049,12795,names,Namen
1050,12777,memory,Erinnerung
1051,12735,sign,Zeichen
1052,12732,modern,modern
1053,12725,board,Tafel
1054,12724,medium,mittel
1055,12711,mountains,Berge
1056,12710,laugh,lachen
1057,12706,trying,versuchen
1058,12683,aside,beiseite
1059,12676,heads,Köpfe
1060,12672,ebooks,ebooks
1061,12667,bird,Vogel
1062,12659,mountain,Berg
1063,12630,authority,behörde
1064,12625,lying,lügen
1065,12623,forget,vergessen
1066,12608,pertaining,zugehörig
1067,12604,supposed,angeblich
1068,12602,tongue,Zunge
1069,12593,afternoon,Nachmittag
1070,12589,happiness,Glück
1071,12581,machine,Maschine
1072,12577,quick,schnell
1073,12570,capital,Hauptstadt
1074,12567,winter,Winter
1075,12555,owner,Besitzer
1076,12539,arrived,angekommen
1077,12529,song,Lied
1078,12516,moon,Mond
1079,12511,soldiers,Soldaten
1080,12504,female,weiblich
1081,12501,finally,endlich
1082,12498,takes,nimmt
1083,12462,america,amerika
1084,12451,pl,pl
1085,12442,example,beispiel
1086,12427,gods,götter
1087,12419,spread,verbreiten
1088,12419,emperor,kaiser
1089,12413,greatest,größte
1090,12393,golden,goldene
1091,12363,named,genannt
1092,12360,rome,Rom
1093,12358,girls,Mädchen
1094,12354,passage,Durchgang
1095,12327,wished,wünschte
1096,12284,prepared,vorbereitet
1097,12266,william,william
1098,12261,religion,Religion
1099,12255,pride,Stolz
1100,12232,simply,einfach
1101,12217,didn't,hat nicht
1102,12213,quality,qualität
1103,12213,grass,Gras
1104,12198,fool,täuschen
1105,12198,thank,danke
1106,12188,wrote,schrieb
1107,12181,group,Gruppe
1108,12181,distributing,vertreibt
1109,12180,mighty,mächtig
1110,12176,birth,geburt
1111,12173,surprise,Überraschung
1112,12163,distribute,verteilen
1113,12157,shook,geschüttelt
1114,12153,official,offiziell
1115,12146,gentlemen,Herren
1116,12142,vain,eitel
1117,12125,kill,töten
1118,12122,understood,verstanden
1119,12116,regard,betrachten
1120,12108,degree,Grad
1121,12088,dry,trocken
1122,12084,false,falsch
1123,12063,shut,schließen
1124,12039,opportunity,Gelegenheit
1125,12029,safe,sicher
1126,12029,proper,richtig
1127,12010,difficult,schwierig
1128,11992,courage,Mut
1129,11986,surely,sicher
1130,11984,meaning,Bedeutung
1131,11979,birds,Vögel
1132,11978,working,arbeiten
1133,11974,killed,getötet
1134,11960,likely,wahrscheinlich
1135,11937,offered,angeboten
1136,11936,special,speziell
1137,11927,vb,vb
1138,11914,sharp,scharf
1139,11904,passion,Leidenschaft
1140,11876,glory,Ruhm
1141,11870,rock,rocken
1142,11866,existence,Existenz
1143,11845,labor,Arbeit
1144,11843,seat,Sitz
1145,11828,efforts,Bemühungen
1146,11819,lies,liegt
1147,11813,built,gebaut
1148,11797,sin,sündigt
1149,11797,doth,doth
1150,11780,trade,Handel
