297,46757,gegeben
298,46696,vermissen
299,46518,gefühlt
300,46490,Freund
301,46387,hören
302,46350,Sache
303,46322,behalten
304,45941,Zustände
305,45683,Begriffe
306,45581,la
307,45561,öffentlich
308,45318,Person
309,45169,selbst
310,45046,Jahr
311,44990,oh
312,44979,genommen
313,44787,groß
314,44690,nicht
315,44484,oft
316,44477,Erde
317,44218,Körper
318,43993,weinte
319,43610,weiter
320,43478,in der Tat
321,43414,Füße
322,43302,hundert

323,43166,suchen
324,43091,Feuer
325,43045,sprechen
326,42880,oben
327,42857,Frau
328,42700,vier
329,42699,schwarz
330,42662,allein
331,42573,Stadt
332,42515,weg
333,42149,Natur
334,42086,Sekunde
335,42015,Zeiten
336,41960,Mittel
337,41841,selbst
338,41802,tot
339,41452,don
340,41203,Stiftung
341,41077,offen
342,41048,lesen
343,41035,anwesend
344,41002,nahe
345,40996,fünf
346,40929,bis
347,40683,ihr
348,40398,legen
349,40388,Mädchen
350,40259,cf
351,40213,Punkt
352,40198,Hilfe
353,40043,Kind
354,39973,deshalb
355,39816,rot
356,39697,Fall
357,39675,bekannt
358,39614,Urlaub
359,39610,entlang
360,39485,gehalten
361,39470,sicher
362,39419,bestanden
363,39326,hoffen
364,39320,sagt
365,38939,Art und Weise
366,38535,glauben
367,38494,hinter
368,38346,gesandt
369,38265,ruhen
370,38099,erwidert
371,37934,entweder
372,37924,bestellen
373,37725,Frauen
374,37709,beantwortet
375,37681,frei
376,37597,tausend
377,37538,Geschäft
378,37339,bereits
379,37321,Junge
380,37246,Rückkehr
381,36933,anrufen
382,36888,Krieg
383,36823,selbst
384,36617,saß
385,36529,hatt
386,36472,am wenigsten
387,36350,Stunde
388,36138,obs
389,36019,mehrere
390,36010,ob
391,35923,Tatsache
392,35921,Freunde
393,35700,Anzahl
394,35693,Grund
395,35638,ll
396,35441,leben
397,35293,verloren
398,35034,Seele
399,35008,kurz
400,34835,vereinigt
401,34516,party
402,34414,Kunst
403,34222,Angst
404,33954,während
405,33746,erhalten
406,33746,Herr
407,33736,Waffen
408,33634,machen
409,33614,Vereinbarung
410,33585,Rose
411,33479,kommen
412,33466,fallen
413,33163,Alter
414,33049,Mittelwert
415,32983,Grund
416,32949,keine
417,32942,drehen
418,32914,schwer
419,32811,manchmal
420,32805,Stadt
421,32706,Blut
422,32660,Wunsch
423,32633,Kapitel
424,32601,Familie
425,32550,Buch
426,32477,wirklich
427,32374,Brief
428,32112,halten
429,32085,handeln
430,31937,stark
431,31749,verursachen
432,31660,bringen
433,31660,werden
434,31639,Wahrheit
435,31570,Bett
436,31535,Mensch
437,31531,Pferd
438,31495,dunkel
439,31481,Bergwerk
440,31225,wurde
441,31083,Bruder
442,31076,Sonne
443,31033,gemeinsam
444,30873,Anblick
445,30772,zwanzig
446,30709,Tisch
447,30648,Sinn
448,30599,zurück
449,30536,hin
450,30495,sortieren
451,30362,Pflege
452,30346,um
453,30199,Auge
454,30171,zehn
455,30044,schließen
456,30024,anders
457,29867,englisch
458,29829,behalten
459,29797,antworten
460,29787,Geist
461,29751,regierung
462,29659,Frage
463,29366,gerecht
464,29363,fragen
465,29357,john
466,29266,verstehen
467,29262,fühlen
468,29163,sonst
469,29140,plötzlich
470,29028,est
471,28890,Urheberrecht
472,28879,zeigen
473,28837,Abend
474,28791,seltsam
475,28790,gold
476,28712,Kraft
477,28628,sagen
478,28609,geschrieben
479,28542,Klang
480,28518,reden
481,28383,brauchen
482,28283,Kirche
483,28281,Gesetze
484,28232,Steuer
485,28138,Fluss
486,28034,weder
487,27996,Gegenstand
488,27959,Lizenz
489,27882,gefolgt
490,27800,alles
491,27548,können
492,27518,niedrig
493,27443,fr
494,27442,bereit
495,27322,quer
496,27193,Linie
497,27106,et
498,27082,met
499,27034,Kapitän
500,27030,Gericht
501,26838,Zweifel
502,26775,Vergangenheit
503,26755,Himmel
504,26753,Stand
505,26750,möglich
506,26739,Geschichte
507,26712,passieren
508,26646,Kopie
509,26632,folgen
510,26613,sechs
511,26576,Spenden
512,26575,zu
513,26574,fein
514,26557,tief
515,26515,Haar
516,26405,information
517,26315,Dienstleistung
518,26241,Straße
519,26119,Idee
520,26114,Tochter
521,26094,natürlich
522,26094,Veränderung
523,26023,Speiche
524,26013,außer
525,25974,Kollege
526,25897,länger
527,25782,literarisch
528,25679,kalt
529,25656,einschließlich
530,25530,erinnern
531,25473,schön
532,25468,Wind
533,25468,Herbst
534,25468,le
535,25372,jenseits
536,25352,note
537,25351,bezahlt
538,25224,selbst
539,25220,Schnitt
540,25159,glücklich
541,25084,wohnen
542,25002,laufen
543,24998,erschienen
544,24890,gr
545,24859,Straße
546,24728,früh
547,24694,später
548,24681,nehmen
549,24677,england
550,24667,Zweck
551,24637,eintreten
552,24588,scheint
553,24575,treffen
554,24572,Herr
555,24539,re
556,24512,Zeichen
557,24484,Süden
558,24403,es ist
559,24391,bitte
560,24389,groß
561,24368,Frieden
562,24328,Interesse
563,24262,weiter
564,24244,unten
565,24218,Chef
566,24112,schlecht
567,24022,Büro
568,24017,Ehemann
569,24006,Fenster
570,23988,Fortsetzung
571,23959,real
572,23902,Vermutung
573,23883,Baum
574,23792,klar
575,23788,Fuß
576,23779,Fürst
577,23765,besonders
578,23757,sterben
579,23746,süß
580,23702,getragen
581,23654,Stunden
582,23610,kommt
583,23606,tragen
584,23563,Ladung
585,23420,Firma
586,23379,Konto
587,23331,grün
588,23264,fast
589,23101,Wissen
590,23095,Tom
591,23088,usw.
592,22947,Papier
593,22831,spät
594,22711,Arm
595,22677,geführt
596,22674,scheinen
597,22672,blick
598,22669,sollte
599,22560,spielen
600,22525,krank
601,22464,Geschichte
602,22457,schön
603,22396,Archiv
604,22360,Norden
605,22358,erreicht
606,22357,geöffnet
607,22313,Gefühl
608,22299,vorwärts
609,22275,vorne
610,22197,hinzugefügt
611,22149,Stille
612,22138,km
613,22104,Bäume
614,22079,gelegt
615,22064,wild
616,22017,blau
617,21907,zahlen
618,21865,sicher
619,21784,macht
620,21747,entsprechend
621,21723,gewünscht
622,21691,Vergnügen
623,21630,selbst
624,21615,schlafen
625,21579,Zukunft
626,21361,Mund
627,21277,betreten
628,21225,tun

